PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, AV06
Station name, AKU_AkutPtAK2005
Begin Date, 2005-06-22
End Date, 2018-09-15
Release Date, 2018-11-17
Source file, AV06.pbo.nam08.pos
Offset from source file, -12.60 mm North, -7.17 mm East, 12.53 mm Vertical
Reference position, 54.1471796925 North Latitude, -165.7657206321 East Longitude, 463.09852 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2010-01-03,-13.39, -6.54, 9.37, 1.78, 1.31, 5.47, repro,
2010-01-04,-14.15, -6.21, 12.23, 1.93, 1.43, 6.06, repro,
2010-01-05,-15.83, -6.05, 15.36, 1.98, 1.46, 6.23, repro,
2010-01-06,-13.50, -6.66, 10.40, 1.95, 1.44, 6.14, repro,
2010-01-07,-12.12, -5.32, 12.33, 1.83, 1.34, 5.74, repro,
2010-01-08,-14.01, -5.36, 14.80, 1.75, 1.29, 5.49, repro,
2010-01-09,-11.68, -6.02, 14.19, 1.74, 1.28, 5.47, repro,
2010-01-10,-13.27, -5.66, 11.30, 1.79, 1.32, 5.64, repro,
2010-01-11,-15.10, -3.97, 12.67, 1.82, 1.34, 5.74, repro,
2010-01-12,-15.01, -2.51, 15.63, 1.72, 1.28, 5.48, repro,
2010-01-13,-15.18, -3.32, 16.09, 1.7, 1.28, 5.42, repro,
2010-01-14,-11.28, -5.35, 12.71, 1.62, 1.23, 5.25, repro,
2010-01-15,-13.25, -5.34, 17.62, 1.6, 1.2, 5.22, repro,
2010-01-16,-12.77, -5.58, 23.01, 1.65, 1.24, 5.24, repro,
2010-01-17,-16.21, -5.10, 19.35, 1.69, 1.27, 5.38, repro,
2010-01-18,-15.07, -5.22, 19.09, 1.71, 1.28, 5.43, repro,
2010-01-19,-17.05, -5.38, 13.86, 1.65, 1.26, 5.34, repro,
2010-01-20,-13.99, -4.18, 17.28, 1.69, 1.26, 5.41, repro,
2010-01-21,-13.76, -5.20, 17.15, 1.71, 1.28, 5.44, repro,
2010-01-22,-14.18, -3.28, 16.34, 1.71, 1.28, 5.38, repro,
2010-01-23,-12.95, -2.20, 14.77, 1.71, 1.28, 5.44, repro,
2010-01-24,-13.39, -5.36, 11.38, 1.69, 1.27, 5.32, repro,
2010-01-25,-12.83, -4.77, 17.73, 1.69, 1.27, 5.33, repro,
2010-01-26,-14.98, -4.80, 15.89, 1.67, 1.26, 5.3, repro,
2010-01-27,-16.29, -6.28, 18.92, 1.77, 1.34, 5.63, repro,
2010-01-28,-12.26, -7.95, 15.91, 1.81, 1.34, 5.67, repro,
2010-01-29,-12.80, -6.48, 9.45, 1.67, 1.25, 5.29, repro,
2010-01-30,-12.32, -5.90, 11.88, 1.63, 1.22, 5.2, repro,
2010-01-31,-9.61, -6.24, 21.55, 1.83, 1.37, 5.82, repro,
2010-02-01,-13.44, -4.00, 11.65, 1.87, 1.4, 5.93, repro,
2010-02-02,-12.73, -6.70, 17.34, 1.91, 1.45, 6.12, repro,
2010-02-03,-10.64, -6.01, 12.37, 1.72, 1.3, 5.48, repro,
2010-02-04,-15.35, -4.59, 16.65, 1.78, 1.34, 5.67, repro,
2010-02-05,-15.89, -6.01, 10.27, 1.82, 1.35, 5.74, repro,
2010-02-06,-13.50, -7.20, 13.35, 1.69, 1.27, 5.38, repro,
2010-02-07,-11.47, -7.16, 11.17, 1.68, 1.26, 5.35, repro,
2010-02-08,-12.51, -6.85, 15.66, 1.74, 1.31, 5.54, repro,
2010-02-09,-11.02, -7.00, 16.30, 1.74, 1.3, 5.51, repro,
2010-02-10,-12.97, -7.31, 18.62, 1.73, 1.31, 5.49, repro,
2010-02-11,-11.68, -6.74, 18.06, 1.65, 1.25, 5.23, repro,
2010-02-12,-14.29, -6.27, 14.42, 1.7, 1.29, 5.41, repro,
2010-02-13,-12.75, -7.01, 10.14, 1.51, 1.15, 4.82, repro,
2010-02-14,-12.32, -6.65, 11.49, 1.69, 1.28, 5.37, repro,
2010-02-15,-11.15, -7.38, 12.88, 1.63, 1.23, 5.2, repro,
2010-02-16,-11.62, -7.74, 9.81, 1.65, 1.26, 5.39, repro,
2010-02-17,-11.26, -7.75, 9.60, 1.62, 1.24, 5.3, repro,
2010-02-18,-12.45, -7.53, 11.82, 1.59, 1.22, 5.22, repro,
2010-02-19,-12.44, -6.63, 7.51, 1.5, 1.16, 4.95, repro,
2010-02-20,-11.89, -7.13, 8.18, 1.47, 1.15, 4.8, repro,
2010-02-21,-12.13, -6.31, 7.21, 1.61, 1.23, 5.17, repro,
2010-02-22,-11.85, -7.84, 1.45, 1.67, 1.26, 5.37, repro,
2010-02-23,-13.15, -8.91, 8.98, 1.76, 1.38, 5.79, repro,
2010-02-24,-11.24, -6.74, 10.23, 1.75, 1.37, 5.78, repro,
2010-02-25,-14.41, -5.94, 7.78, 1.71, 1.3, 5.47, repro,
2010-02-26,-11.29, -7.51, 11.63, 1.74, 1.33, 5.6, repro,
2010-02-27,-15.51, -6.47, 18.03, 1.83, 1.4, 5.88, repro,
2010-02-28,-16.86, -7.35, 15.98, 1.79, 1.37, 5.75, repro,
2010-03-01,-12.08, -6.97, 19.50, 1.7, 1.3, 5.47, repro,
2010-03-02,-10.61, -6.00, 17.92, 1.83, 1.41, 5.99, repro,
2010-03-03,-12.63, -6.35, 14.04, 1.88, 1.42, 5.98, repro,
2010-03-04,-12.41, -6.04, 15.13, 1.84, 1.44, 5.97, repro,
2010-03-05,-14.74, -5.90, 12.78, 1.91, 1.49, 6.17, repro,
2010-03-06,-12.51, -7.81, 10.47, 1.82, 1.43, 5.89, repro,
2010-03-07,-13.04, -6.86, 10.23, 1.61, 1.27, 5.26, repro,
2010-03-08,-13.06, -7.12, 10.81, 1.76, 1.38, 5.73, repro,
2010-03-09,-12.69, -8.46, 7.88, 1.72, 1.35, 5.63, repro,
2010-03-10,-13.82, -5.88, 13.07, 1.83, 1.44, 5.98, repro,
2010-03-11,-12.99, -5.69, 12.77, 1.77, 1.41, 5.76, repro,
2010-03-12,-13.01, -7.37, 19.68, 1.69, 1.34, 5.57, repro,
2010-03-13,-17.67, -6.83, 9.36, 1.72, 1.36, 5.64, repro,
2010-03-14,-15.53, -7.61, 8.74, 1.84, 1.45, 6.01, repro,
2010-03-15,-12.20, -7.42, 6.54, 1.71, 1.35, 5.59, repro,
2010-03-16,-10.97, -7.50, 7.44, 1.72, 1.36, 5.64, repro,
2010-03-17,-11.77, -7.13, 6.79, 1.64, 1.32, 5.33, repro,
2010-03-18,-11.45, -6.98, 10.93, 1.75, 1.4, 5.71, repro,
2010-03-19,-13.02, -7.40, 0.08, 1.59, 1.27, 5.2, repro,
2010-03-20,-13.36, -7.08, 5.81, 1.64, 1.32, 5.31, repro,
2010-03-21,-12.05, -6.65, 5.21, 1.58, 1.27, 5.14, repro,
2010-03-22,-16.68, -6.44, 2.25, 1.64, 1.32, 5.31, repro,
2010-03-23,-13.33, -6.46, 7.73, 1.65, 1.32, 5.35, repro,
2010-03-24,-11.42, -7.17, 13.85, 1.71, 1.36, 5.54, repro,
2010-03-25,-11.52, -7.23, 9.27, 1.66, 1.33, 5.42, repro,
2010-03-26,-12.44, -6.91, 11.67, 1.55, 1.25, 5.04, repro,
2010-03-27,-12.96, -7.68, 15.01, 1.67, 1.34, 5.43, repro,
2010-03-28,-12.62, -7.56, 17.07, 1.7, 1.36, 5.54, repro,
2010-03-29,-11.90, -5.92, 20.57, 1.67, 1.35, 5.39, repro,
2010-03-30,-10.08, -7.27, 16.46, 1.73, 1.38, 5.72, repro,
2010-03-31,-13.02, -6.71, 7.80, 1.8, 1.43, 5.78, repro,
2010-04-01,-12.48, -4.76, 5.59, 1.82, 1.44, 5.9, repro,
2010-04-02,-11.12, -7.25, 6.16, 1.93, 1.48, 6.22, repro,
2010-04-03,-9.99, -8.26, 11.42, 1.83, 1.43, 5.92, repro,
2010-04-04,-9.74, -10.83, 6.53, 1.94, 1.52, 6.24, repro,
2010-04-05,-11.82, -5.83, 15.10, 1.94, 1.52, 6.27, repro,
2010-04-06,-11.54, -8.68, 8.90, 1.72, 1.35, 5.52, repro,
2010-04-07,-10.13, -10.12, 10.13, 1.73, 1.38, 5.6, repro,
2010-04-08,-11.44, -8.37, 12.84, 1.69, 1.35, 5.44, repro,
2010-04-09,-12.76, -7.40, 8.33, 1.9, 1.5, 6.19, repro,
2010-04-10,-11.00, -6.62, 6.16, 2, 1.58, 6.47, repro,
2010-04-11,-15.73, -7.73, 13.25, 1.88, 1.49, 6.08, repro,
2010-04-12,-11.76, -9.13, 7.37, 2.02, 1.6, 6.46, repro,
2010-04-13,-12.07, -8.17, 15.59, 1.93, 1.5, 6.16, repro,
2010-04-14,-13.24, -7.43, 15.84, 1.88, 1.48, 6.02, repro,
2010-04-15,-13.74, -9.05, 8.78, 1.94, 1.52, 6.16, repro,
2010-04-16,-12.69, -8.26, 12.35, 2.05, 1.58, 6.55, repro,
2010-04-17,-13.96, -8.25, 10.95, 1.85, 1.43, 5.91, repro,
2010-04-18,-15.94, -7.68, 14.45, 1.78, 1.4, 5.72, repro,
2010-04-19,-14.88, -8.40, 6.91, 1.81, 1.42, 5.91, repro,
2010-04-20,-14.50, -8.77, 14.79, 1.79, 1.42, 5.82, repro,
2010-04-21,-12.63, -6.64, 14.94, 1.92, 1.5, 6.23, repro,
2010-04-22,-12.80, -7.37, 15.13, 1.84, 1.45, 5.96, repro,
2010-04-23,-11.34, -7.97, 10.53, 1.76, 1.39, 5.68, repro,
2010-04-24,-11.99, -9.27, 12.67, 1.8, 1.42, 5.79, repro,
2010-04-25,-14.07, -7.87, 11.60, 1.84, 1.44, 5.92, repro,
2010-04-26,-14.52, -8.39, 6.34, 1.79, 1.43, 5.77, repro,
2010-04-27,-12.61, -8.37, 4.90, 1.87, 1.46, 5.98, repro,
2010-04-28,-13.44, -7.63, 3.02, 1.79, 1.41, 5.74, repro,
2010-04-29,-13.96, -7.36, -0.50, 1.72, 1.34, 5.46, repro,
2010-04-30,-13.10, -8.10, 2.27, 1.78, 1.38, 5.66, repro,
2010-05-01,-13.47, -7.78, 6.67, 1.56, 1.23, 4.99, repro,
2010-05-02,-13.05, -7.95, 7.31, 1.57, 1.23, 4.99, repro,
2010-05-03,-11.66, -8.68, 5.20, 1.83, 1.42, 5.66, repro,
2010-05-04,-12.63, -8.40, 2.10, 1.82, 1.42, 5.78, repro,
2010-05-05,-12.70, -9.20, 2.61, 1.83, 1.45, 5.81, repro,
2010-05-06,-12.72, -8.35, 1.76, 1.91, 1.48, 6.04, repro,
2010-05-07,-14.72, -7.62, 4.31, 2.01, 1.55, 6.39, repro,
2010-05-08,-16.01, -8.19, -3.29, 1.97, 1.51, 6.22, repro,
2010-05-09,-12.66, -8.80, 7.08, 2.07, 1.58, 6.51, repro,
2010-05-10,-13.15, -8.68, 9.35, 1.89, 1.46, 5.88, repro,
2010-05-11,-12.46, -9.68, 12.16, 1.82, 1.42, 5.74, repro,
2010-05-12,-13.16, -8.19, 9.79, 1.95, 1.51, 6.24, repro,
2010-05-13,-11.94, -8.09, 5.54, 1.83, 1.41, 5.77, repro,
2010-05-14,-12.95, -9.37, 6.19, 1.99, 1.5, 6.14, repro,
2010-05-15,-10.93, -9.37, 3.18, 1.89, 1.44, 5.9, repro,
2010-05-16,-13.12, -7.69, -0.58, 1.81, 1.4, 5.71, repro,
2010-05-17,-11.77, -8.63, 8.27, 1.95, 1.49, 6.13, repro,
2010-05-18,-16.83, -7.02, -0.99, 2.05, 1.55, 6.38, repro,
2010-05-19,-12.49, -8.20, 1.19, 2.12, 1.63, 6.75, repro,
2010-05-20,-11.54, -10.54, 1.55, 2.13, 1.63, 6.76, repro,
2010-05-21,-11.17, -9.98, 9.36, 2.13, 1.59, 6.57, repro,
2010-05-22,-11.02, -7.42, 7.47, 2.12, 1.61, 6.65, repro,
2010-05-23,-12.49, -7.75, 14.38, 2.07, 1.57, 6.47, repro,
2010-05-24,-11.37, -10.70, 10.37, 1.99, 1.52, 6.25, repro,
2010-05-25,-12.82, -8.76, 5.10, 1.87, 1.45, 5.85, repro,
2010-05-26,-11.59, -7.97, 5.56, 2.02, 1.54, 6.39, repro,
2010-05-27,-10.30, -7.60, 4.59, 1.95, 1.48, 6.11, repro,
2010-05-28,-12.74, -9.11, 10.03, 2.02, 1.52, 6.26, repro,
2010-05-29,-11.99, -9.57, 3.61, 1.82, 1.38, 5.7, repro,
2010-05-30,-13.74, -8.84, 13.12, 1.82, 1.38, 5.69, repro,
2010-05-31,-12.67, -7.27, 13.87, 1.72, 1.32, 5.43, repro,
2010-06-01,-16.69, -7.95, 7.27, 1.94, 1.47, 6.06, repro,
2010-06-02,-14.34, -5.94, 9.96, 1.99, 1.51, 6.21, repro,
2010-06-03,-15.09, -8.00, 12.06, 1.94, 1.46, 6.03, repro,
2010-06-04,-15.03, -6.23, 7.93, 1.91, 1.44, 5.96, repro,
2010-06-05,-13.62, -6.94, 10.52, 1.86, 1.41, 5.84, repro,
2010-06-06,-13.05, -6.66, 6.35, 1.93, 1.45, 6, repro,
2010-06-07,-16.50, -7.27, 8.08, 1.82, 1.38, 5.7, repro,
2010-06-08,-14.87, -7.31, 11.80, 1.77, 1.35, 5.56, repro,
2010-06-09,-13.39, -7.34, 11.67, 1.78, 1.33, 5.56, repro,
2010-06-10,-15.47, -7.24, 13.38, 1.87, 1.4, 5.89, repro,
2010-06-11,-16.14, -7.11, 6.03, 1.98, 1.48, 6.23, repro,
2010-06-12,-13.86, -7.77, 11.81, 1.92, 1.44, 6.02, repro,
2010-06-13,-20.48, -9.76, 7.20, 2.08, 1.54, 6.49, repro,
2010-06-14,-18.99, -9.09, 3.39, 2.23, 1.65, 7.04, repro,
2010-06-15,-14.77, -6.85, 14.73, 1.9, 1.41, 5.94, repro,
2010-06-16,-16.00, -8.25, 16.42, 2.26, 1.67, 7.13, repro,
2010-06-17,-12.87, -7.27, 15.66, 1.82, 1.36, 5.76, repro,
2010-06-18,-14.18, -7.55, 11.72, 1.83, 1.37, 5.75, repro,
2010-06-19,-11.43, -7.01, 15.61, 1.78, 1.31, 5.56, repro,
2010-06-20,-10.88, -7.68, 25.52, 1.89, 1.39, 5.91, repro,
2010-06-21,-8.80, -7.85, 1.02, 2.13, 1.55, 6.69, repro,
2010-06-22,-9.80, -4.24, 16.18, 2.13, 1.55, 6.66, repro,
2010-06-23,-14.72, -8.09, 15.66, 1.89, 1.38, 5.92, repro,
2010-06-24,-15.24, -6.20, 9.54, 1.72, 1.22, 5.35, repro,
2010-06-25,-15.36, -7.34, 12.21, 1.91, 1.39, 5.95, repro,
2010-06-26,-13.07, -8.10, 9.36, 1.85, 1.35, 5.76, repro,
2010-06-27,-13.76, -8.09, 10.51, 1.93, 1.42, 6, repro,
2010-06-28,-11.85, -7.18, 20.52, 2.15, 1.57, 6.78, repro,
2010-06-29,-15.88, -4.26, 21.32, 1.97, 1.42, 6.13, repro,
2010-06-30,-11.41, -7.26, 25.38, 1.72, 1.25, 5.4, repro,
2010-07-01,-13.71, -7.48, 22.02, 1.88, 1.37, 5.88, repro,
2010-07-02,-13.41, -7.61, 22.16, 1.86, 1.36, 5.81, repro,
2010-07-03,-13.37, -7.07, 19.76, 1.84, 1.35, 5.75, repro,
2010-07-04,-14.09, -6.47, 19.58, 1.85, 1.35, 5.77, repro,
2010-07-05,-14.95, -6.19, 18.69, 1.85, 1.36, 5.8, repro,
2010-07-06,-14.17, -7.29, 17.67, 1.85, 1.37, 5.82, repro,
2010-07-07,-12.95, -7.43, 15.81, 1.85, 1.36, 5.78, repro,
2010-07-08,-13.31, -7.70, 18.72, 1.69, 1.24, 5.35, repro,
2010-07-09,-14.85, -7.28, 30.18, 2.08, 1.5, 6.48, repro,
2010-07-10,-13.71, -7.46, 14.92, 1.74, 1.27, 5.48, repro,
2010-07-11,-13.13, -6.88, 15.64, 1.85, 1.36, 5.84, repro,
2010-07-12,-13.84, -6.19, 19.16, 1.75, 1.29, 5.56, repro,
2010-07-13,-12.16, -8.03, 15.91, 1.96, 1.43, 6.2, repro,
2010-07-14,-13.95, -6.58, 14.99, 1.77, 1.3, 5.6, repro,
2010-07-15,-14.50, -7.02, 15.31, 1.66, 1.22, 5.28, repro,
2010-07-16,-14.10, -8.33, 18.82, 1.89, 1.39, 6.03, repro,
2010-07-17,-9.48, -7.43, 21.87, 1.72, 1.27, 5.52, repro,
2010-07-18,-10.09, -5.41, 14.90, 2.04, 1.5, 6.51, repro,
2010-07-19,-11.52, -6.19, 15.33, 1.87, 1.38, 5.95, repro,
2010-07-20,-14.08, -6.74, 16.06, 1.64, 1.21, 5.26, repro,
2010-07-21,-12.63, -6.53, 16.03, 1.61, 1.19, 5.14, repro,
2010-07-22,-13.64, -7.87, 18.54, 1.64, 1.22, 5.25, repro,
2010-07-23,-12.72, -7.13, 14.75, 1.8, 1.35, 5.7, repro,
2010-07-24,-13.68, -5.84, 17.66, 2.09, 1.52, 6.59, repro,
2010-07-25,-14.40, -6.74, 13.98, 1.83, 1.36, 5.8, repro,
2010-07-26,-14.87, -6.89, 14.36, 1.78, 1.31, 5.67, repro,
2010-07-27,-15.80, -6.64, 19.88, 1.76, 1.3, 5.61, repro,
2010-07-28,-13.01, -6.89, 22.60, 1.7, 1.27, 5.39, repro,
2010-07-29,-10.19, -5.86, 25.14, 1.79, 1.31, 5.57, repro,
2010-07-30,-12.50, -7.44, 12.13, 1.71, 1.27, 5.37, repro,
2010-07-31,-14.93, -6.36, 6.12, 1.76, 1.3, 5.49, repro,
2010-08-01,-14.11, -6.88, 17.25, 1.55, 1.16, 4.9, repro,
2010-08-02,-9.62, -5.25, 13.97, 1.69, 1.27, 5.35, repro,
2010-08-03,-13.15, -5.63, 15.68, 1.7, 1.26, 5.33, repro,
2010-08-04,-13.83, -6.49, 15.32, 1.74, 1.29, 5.47, repro,
2010-08-05,-14.91, -5.99, 20.60, 1.92, 1.42, 6.03, repro,
2010-08-06,-13.97, -10.70, 26.88, 1.95, 1.45, 6.07, repro,
2010-08-07,-12.00, -5.60, 25.60, 1.9, 1.41, 5.95, repro,
2010-08-08,-18.73, -9.60, 19.18, 2.25, 1.66, 7.08, repro,
2010-08-09,-15.40, -8.35, 20.41, 2.02, 1.49, 6.33, repro,
2010-08-10,-14.64, -7.46, 19.32, 1.84, 1.36, 5.77, repro,
2010-08-11,-10.69, -4.61, 17.57, 1.55, 1.16, 4.91, repro,
2010-08-12,-13.02, -6.76, 11.05, 1.59, 1.19, 5.08, repro,
2010-08-13,-14.25, -7.31, 14.50, 1.48, 1.11, 4.7, repro,
2010-08-14,-16.81, -7.47, 19.45, 1.73, 1.29, 5.46, repro,
2010-08-15,-11.72, -5.32, 10.27, 1.77, 1.31, 5.57, repro,
2010-08-16,-16.23, -10.61, 16.66, 2.1, 1.53, 6.56, repro,
2010-08-17,-18.55, 1.37, 28.63, 2.17, 1.58, 6.78, repro,
2010-08-18,-14.41, -7.00, 13.76, 1.87, 1.37, 5.85, repro,
2010-08-19,-13.15, -7.12, 20.81, 1.93, 1.43, 6, repro,
2010-08-20,-14.52, -7.51, 20.16, 1.93, 1.43, 6.06, repro,
2010-08-21,-13.15, -4.27, 20.60, 1.88, 1.39, 5.86, repro,
2010-08-22,-14.69, -8.30, 25.16, 1.8, 1.34, 5.66, repro,
2010-08-23,-16.16, -5.30, 13.44, 1.61, 1.22, 5.07, repro,
2010-08-24,-13.41, -7.57, 9.38, 1.74, 1.3, 5.49, repro,
2010-08-25,-13.95, -8.62, 17.27, 2.17, 1.6, 6.81, repro,
2010-08-26,-13.37, -6.95, 14.20, 1.89, 1.41, 5.91, repro,
2010-08-27,-14.63, -5.38, 15.54, 2.14, 1.58, 6.68, repro,
2010-08-28,-14.40, -7.27, 11.34, 1.78, 1.33, 5.58, repro,
2010-08-29,-14.41, -6.83, 13.12, 1.82, 1.35, 5.69, repro,
2010-08-30,-14.12, -8.09, 17.23, 1.75, 1.3, 5.49, repro,
2010-08-31,-13.02, -7.22, 10.60, 1.51, 1.14, 4.78, repro,
2010-09-01,-14.36, -7.88, 6.40, 1.61, 1.21, 5.06, repro,
2010-09-02,-13.15, -7.86, 15.22, 1.7, 1.26, 5.3, repro,
2010-09-03,-21.96, -9.45, 2.28, 2.32, 1.68, 7.22, repro,
2010-09-04,-19.94, -11.28, 11.39, 2.14, 1.56, 6.65, repro,
2010-09-05,-10.67, -6.43, 14.53, 1.78, 1.32, 5.56, repro,
2010-09-06,-19.15, -12.11, 10.16, 2.29, 1.65, 7.06, repro,
2010-09-07,-12.42, -6.73, 7.55, 2.04, 1.48, 6.19, repro,
2010-09-08,-14.28, -8.69, 21.66, 1.92, 1.43, 5.93, repro,
2010-09-09,-13.21, -8.15, 16.37, 1.65, 1.24, 5.1, repro,
2010-09-10,-13.92, -7.08, 13.62, 1.93, 1.42, 5.97, repro,
2010-09-11,-14.41, -7.30, 11.53, 1.61, 1.22, 4.94, repro,
2010-09-12,-6.37, -8.16, 18.31, 1.74, 1.29, 5.36, repro,
2010-09-13,-15.40, -8.30, 11.99, 2.19, 1.58, 6.73, repro,
2010-09-14,-12.82, -7.33, 13.91, 2.16, 1.57, 6.65, repro,
2010-09-15,-10.03, -8.79, 12.02, 1.68, 1.24, 5.17, repro,
2010-09-16,-13.73, -6.82, 13.48, 1.96, 1.43, 6.02, repro,
2010-09-17,-19.02, -5.76, 12.15, 2.02, 1.47, 6.17, repro,
2010-09-18,-16.02, -6.08, 14.04, 1.98, 1.46, 6.1, repro,
2010-09-19,-20.37, -7.15, 14.13, 1.72, 1.27, 5.27, repro,
2010-09-20,-16.09, -7.61, 15.09, 1.93, 1.4, 5.88, repro,
2010-09-21,-14.65, -7.99, 16.31, 1.78, 1.28, 5.39, repro,
2010-09-22,-12.58, -7.50, 18.18, 1.51, 1.12, 4.67, repro,
2010-09-23,-15.12, -7.37, 21.51, 1.58, 1.18, 4.94, repro,
2010-09-24,-16.17, -5.60, 19.97, 1.74, 1.28, 5.36, repro,
2010-09-25,-16.66, -6.44, 20.73, 1.85, 1.36, 5.66, repro,
2010-09-26,-17.18, -6.74, 20.05, 1.73, 1.27, 5.29, repro,
2010-09-27,-12.86, -7.63, 10.50, 2.04, 1.46, 6.16, repro,
2010-09-28,-14.72, -6.01, 18.91, 1.61, 1.18, 4.91, repro,
2010-09-29,-16.14, -6.99, 15.52, 1.66, 1.22, 5.12, repro,
2010-09-30,-15.00, -7.41, 19.06, 1.8, 1.33, 5.57, repro,
2010-10-01,-17.25, -8.13, 20.42, 1.86, 1.36, 5.72, repro,
2010-10-02,-14.41, -7.39, 20.90, 1.96, 1.42, 5.96, repro,
2010-10-03,-15.44, -5.95, 27.49, 1.87, 1.37, 5.75, repro,
2010-10-04,-13.02, -5.24, 24.78, 1.79, 1.3, 5.49, repro,
2010-10-05,-16.46, -5.72, 22.42, 1.8, 1.33, 5.52, repro,
2010-10-06,-16.04, -8.02, 28.23, 1.68, 1.23, 5.15, repro,
2010-10-07,-16.21, -6.23, 23.49, 1.68, 1.23, 5.18, repro,
2010-10-08,-14.37, -7.22, 18.41, 1.71, 1.24, 5.22, repro,
2010-10-09,-14.25, -7.24, 13.69, 1.68, 1.23, 5.15, repro,
2010-10-10,-14.01, -7.19, 19.35, 1.67, 1.22, 5.12, repro,
2010-10-11,-13.99, -7.77, 21.44, 1.66, 1.22, 5.05, repro,
2010-10-12,-16.60, -7.30, 15.21, 1.74, 1.27, 5.25, repro,
2010-10-13,-12.64, -8.44, 14.95, 1.81, 1.36, 5.48, repro,
2010-10-14,-13.53, -8.26, 15.45, 1.67, 1.26, 5.04, repro,
2010-10-15,-17.32, -7.34, 11.68, 1.86, 1.39, 5.62, repro,
2010-10-16,-14.51, -5.27, 13.35, 2.29, 1.67, 6.9, repro,
2010-10-17,-16.69, -4.64, 13.13, 1.73, 1.31, 5.26, repro,
2010-10-18,-16.74, -8.15, 14.27, 1.82, 1.38, 5.57, repro,
2010-10-19,-15.90, -7.85, 14.11, 1.75, 1.34, 5.34, repro,
2010-10-20,-13.83, -7.95, 11.00, 1.81, 1.39, 5.53, repro,
2010-10-21,-14.70, -8.15, 21.87, 1.88, 1.43, 5.71, repro,
2010-10-22,-17.12, -7.00, 14.97, 1.82, 1.38, 5.55, repro,
2010-10-23,-14.11, -7.43, 17.34, 1.8, 1.36, 5.49, repro,
2010-10-24,-13.82, -5.81, 19.15, 1.79, 1.37, 5.45, repro,
2010-10-25,-16.04, -5.13, 23.85, 1.91, 1.44, 5.82, repro,
2010-10-26,-16.61, -6.12, 15.73, 1.84, 1.4, 5.63, repro,
2010-10-27,-14.74, -6.21, 14.98, 1.82, 1.38, 5.53, repro,
2010-10-28,-14.49, -7.19, 9.85, 2.05, 1.53, 6.22, repro,
2010-10-29,-11.13, -12.70, 14.85, 2.1, 1.56, 6.38, repro,
2010-10-30,-15.84, -6.61, 27.40, 1.88, 1.43, 5.72, repro,
2010-10-31,-17.36, -6.32, 23.86, 1.75, 1.3, 5.26, repro,
2010-11-01,-16.85, -5.93, 23.43, 1.97, 1.44, 5.87, repro,
2010-11-02,-17.93, -6.64, 12.67, 1.83, 1.38, 5.53, repro,
2010-11-03,-18.23, -7.48, 15.17, 1.7, 1.29, 5.18, repro,
2010-11-04,-14.55, -8.23, 18.92, 1.52, 1.16, 4.6, repro,
2010-11-05,-14.86, -7.45, 18.69, 1.5, 1.15, 4.58, repro,
2010-11-06,-16.69, -5.32, 18.15, 1.75, 1.33, 5.29, repro,
2010-11-07,-14.08, -7.11, 10.80, 1.56, 1.19, 4.72, repro,
2010-11-08,-15.82, -6.94, 12.90, 1.6, 1.21, 4.84, repro,
2010-11-09,-14.92, -6.24, 15.68, 1.79, 1.35, 5.37, repro,
2010-11-10,-16.12, -6.53, 13.15, 1.85, 1.38, 5.51, repro,
2010-11-11,-15.91, -6.82, 11.21, 1.93, 1.44, 5.77, repro,
2010-11-12,-14.81, -6.94, 12.97, 1.66, 1.26, 5, repro,
2010-11-13,-15.53, -7.68, 12.32, 1.63, 1.24, 4.89, repro,
2010-11-14,-15.41, -7.79, 9.54, 1.52, 1.15, 4.6, repro,
2010-11-15,-17.89, -7.10, 12.78, 1.53, 1.16, 4.65, repro,
2010-11-16,-18.44, -7.25, 5.87, 1.69, 1.3, 5.18, repro,
2010-11-17,-17.97, -8.10, 5.77, 1.69, 1.28, 5.15, repro,
2010-11-18,-17.12, -7.24, 12.80, 1.8, 1.35, 5.45, repro,
2010-11-19,-18.93, -6.32, -4.29, 2.16, 1.61, 6.55, repro,
2010-11-20,-15.79, -5.75, 3.30, 2.12, 1.57, 6.38, repro,
2010-11-21,-15.72, -8.55, -8.04, 2.13, 1.58, 6.51, repro,
2010-11-22,-20.03, -6.61, 0.40, 1.91, 1.44, 5.84, repro,
2010-11-23,-21.17, -5.11, 7.09, 1.82, 1.36, 5.5, repro,
2010-11-24,-16.16, -4.20, 20.53, 1.87, 1.39, 5.67, repro,
2010-11-25,-15.67, -9.93, 10.38, 2, 1.48, 6.06, repro,
2010-11-26,-15.58, -6.68, 14.06, 1.73, 1.3, 5.27, repro,
2010-11-27,-15.52, -6.34, 18.12, 1.68, 1.26, 5.1, repro,
2010-11-28,-18.37, -5.50, 23.66, 1.75, 1.31, 5.33, repro,
2010-11-29,-16.17, -6.76, 17.27, 1.58, 1.2, 4.86, repro,
2010-11-30,-16.94, -4.31, 18.41, 1.91, 1.41, 5.76, repro,
2010-12-01,-15.63, -7.65, 16.72, 1.95, 1.46, 5.89, repro,
2010-12-02,-17.85, -5.73, 14.72, 2.04, 1.52, 6.16, repro,
2010-12-03,-17.21, -8.87, 7.51, 1.92, 1.45, 5.79, repro,
